期間,日経平均,TOPIX,東証2部総合,東証マザーズ,JASDAQ,株式コード,上場コード,銘柄名称,時価総額（発行済み株式数ベース）,決算月,発行済み株式数（権利落ベース）,日経平均採用区分,日経３００採用区分,日経５００採用区分,東証：上場日,ジャスダック：上場日,株式分割：発生フラグ,株式分割：確定日,株式分割：比率,株式併合：発生フラグ,株式併合：割当率：親株比率,株式併合：割当率：子株比率,株式併合：確定日,有償増資：発生フラグ,有償増資：割当率：親株比率,有償増資：割当率：子株比率,有償増資：割当日,有償増資：払込期日,無償増資：発生フラグ,無償増資：割当率：親株比率,無償増資：割当率：子株比率,無償増資：割当日,無償増資：割当率,減資：発生フラグ,減資：割当率：親株比率,減資：割当率：子株比率,減資：確定日,減資：割当率,直近配当額
2021/04,28812.63,1898.24,7453.8,1201.77,185.37,4476,014,ＡＩ　ＣＲＯＳＳ,6392080000,12,3995050,,,,20191008,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2021/05,28860.08,1922.98,7458.27,1150.06,182.74,4476,014,ＡＩ　ＣＲＯＳＳ,7199080100,12,3995050,,,,20191008,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2021/06,28791.53,1943.57,7675.6,1207.46,187.63,4476,014,ＡＩ　ＣＲＯＳＳ,8713204050,12,3995050,,,,20191008,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2021/07,27283.59,1901.08,7678.15,1085.34,185.39,4476,014,ＡＩ　ＣＲＯＳＳ,8129999700,12,3997050,,,,20191008,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2016/01,17518.3,1432.07,4482.16,831.34,108.93,4484,,ランサーズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/02,16026.76,1297.85,4216.15,838.67,103.37,4484,,ランサーズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/03,16758.67,1347.2,4381.42,1020.8,110.02,4484,,ランサーズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/04,16666.05,1340.55,4292.72,1131.56,108.86,4484,,ランサーズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/05,17234.98,1379.8,4393.47,1144.64,113.88,4484,,ランサーズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/06,15575.92,1245.82,4136.33,1009.48,109.32,4484,,ランサーズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/07,16569.27,1322.74,4259.21,920.4,112.23,4484,,ランサーズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/08,16887.4,1329.54,4377.05,903.91,110.87,4484,,ランサーズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/09,16449.84,1322.78,4426.12,948.17,113.4,4484,,ランサーズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/10,17425.02,1393.02,4665.76,936.23,116.95,4484,,ランサーズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/11,18308.48,1469.43,4842.05,922.48,119.87,4484,,ランサーズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,19114.37,1518.61,5229.9,942.68,122.71,4484,,ランサーズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/01,19041.34,1521.67,5428.37,993.84,127.72,4484,,ランサーズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/02,19118.99,1535.32,5675.34,1059.31,132.48,4484,,ランサーズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/03,18909.26,1512.6,5996.16,1070.89,133.41,4484,,ランサーズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/04,19196.74,1531.8,5753.31,1030.46,131.63,4484,,ランサーズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/05,19650.57,1568.37,5960.52,1104.81,140.42,4484,,ランサーズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/06,20033.43,1611.9,6141.51,1181.74,145.12,4484,,ランサーズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/07,19925.18,1618.61,6248.17,1154.52,149.8,4484,,ランサーズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/08,19646.24,1617.41,6555.66,1100.8,154.41,4484,,ランサーズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/09,20356.28,1674.75,6724.57,1093.1,160.45,4484,,ランサーズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/10,22011.61,1765.96,6952.85,1134.03,164.75,4484,,ランサーズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/11,22724.96,1792.08,6796.66,1167.2,172.23,4484,,ランサーズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/12,22764.94,1817.56,7275.86,1231.99,175.21,4484,,ランサーズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/01,23098.29,1836.71,7565.99,1313.38,187.8,4484,,ランサーズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/02,22068.24,1768.24,7420.37,1239.13,182.26,4484,,ランサーズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/03,21454.3,1716.3,7213.64,1206.24,176.94,4484,,ランサーズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,22467.87,1777.23,7045.08,1142.07,173.75,4484,,ランサーズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/05,22201.82,1747.45,7256.58,1135.26,175.98,4484,,ランサーズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/06,22304.51,1730.89,7347.82,1090.3,171.1,4484,,ランサーズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/07,22553.72,1753.29,7363.67,1039.29,167.47,4484,,ランサーズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/08,22865.15,1735.35,7261.48,1049.13,167.74,4484,,ランサーズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/09,24120.04,1817.25,7358.34,1077.55,167.13,4484,,ランサーズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/10,21920.46,1646.12,7024.98,907.56,155.29,4484,,ランサーズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/11,22351.06,1667.45,7105.24,1011.43,156.55,4484,,ランサーズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/12,20014.77,1494.09,6233.61,812.32,136.69,4484,,ランサーズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019/01,20773.49,1567.49,6676.45,897.9,145.09,4484,,ランサーズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019/02,21385.16,1607.66,6831.86,918.18,151.98,4484,,ランサーズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019/03,21205.81,1591.64,6776.21,955.84,153.05,4484,,ランサーズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019/04,22258.73,1617.93,6911.33,944.63,153.84,4484,,ランサーズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019/05,20601.19,1512.28,6554.72,904.19,145.16,4484,,ランサーズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019/06,21275.92,1551.14,6585.4,894.45,147.6,4484,,ランサーズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019/07,21521.53,1565.14,6724.34,904.92,151.44,4484,,ランサーズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019/08,20704.37,1511.86,6353.48,841.19,146.13,4484,,ランサーズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019/09,21755.84,1587.8,6445.89,876.0,153.82,4484,,ランサーズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019/10,22927.04,1667.01,6847.88,873.98,159.67,4484,,ランサーズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019/11,23293.91,1699.36,7229.1,915.14,167.74,4484,,ランサーズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019/12,23656.62,1721.36,7265.29,897.47,174.09,4484,014,ランサーズ,15970253000,3,15505100,,,,20191216,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2020/01,23205.18,1684.44,7078.46,823.37,169.1,4484,014,ランサーズ,13644488000,3,15505100,,,,20191216,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2020/02,21142.96,1510.87,6053.61,700.63,144.95,4484,014,ランサーズ,11830391300,3,15505100,,,,20191216,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2020/03,18917.01,1403.04,5223.65,620.09,133.43,4484,014,ランサーズ,8450279500,3,15505100,,,,20191216,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2020/04,20193.69,1464.03,5674.98,791.44,145.36,4484,014,ランサーズ,13117314600,3,15505100,,,,20191216,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2020/05,21877.89,1563.67,6146.25,982.43,160.8,4484,014,ランサーズ,12047462700,3,15505100,,,,20191216,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2020/06,22288.14,1558.77,6590.39,1012.11,162.86,4484,014,ランサーズ,11783876000,3,15505100,,,,20191216,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2020/07,21710.0,1496.06,6226.32,958.23,159.03,4484,014,ランサーズ,11876906600,3,15505100,,,,20191216,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2020/08,23139.76,1618.18,6379.87,1121.64,166.6,4484,014,ランサーズ,21071430900,3,15505100,,,,20191216,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2020/09,23185.12,1625.49,6216.86,1226.58,172.09,4484,014,ランサーズ,18312586000,3,15506000,,,,20191216,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2020/10,22977.13,1579.33,6090.14,1171.25,169.54,4484,014,ランサーズ,16236583000,3,15537400,,,,20191216,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2020/11,26433.62,1754.92,6502.23,1232.4,177.9,4484,014,ランサーズ,13008745200,3,15560700,,,,20191216,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2020/12,27444.17,1804.68,6570.91,1196.49,181.64,4484,014,ランサーズ,11442258000,3,15631500,,,,20191216,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2021/01,27663.39,1808.78,7016.99,1208.96,181.34,4484,014,ランサーズ,11374714700,3,15646100,,,,20191216,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2021/02,28966.01,1864.49,7324.54,1214.09,184.53,4484,014,ランサーズ,11265192000,3,15646100,,,,20191216,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2021/03,29178.8,1954.0,7496.37,1203.28,189.08,4484,014,ランサーズ,11296484200,3,15646100,,,,20191216,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2021/04,28812.63,1898.24,7453.8,1201.77,185.37,4484,014,ランサーズ,11627950000,3,15650000,,,,20191216,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2021/05,28860.08,1922.98,7458.27,1150.06,182.74,4484,014,ランサーズ,9190424200,3,15656600,,,,20191216,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2021/06,28791.53,1943.57,7675.6,1207.46,187.63,4484,014,ランサーズ,8768536000,3,15658100,,,,20191216,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2021/07,27283.59,1901.08,7678.15,1085.34,185.39,4484,014,ランサーズ,7835322000,3,15670644,,,,20191216,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2016/01,17518.3,1432.07,4482.16,831.34,108.93,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/02,16026.76,1297.85,4216.15,838.67,103.37,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/03,16758.67,1347.2,4381.42,1020.8,110.02,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/04,16666.05,1340.55,4292.72,1131.56,108.86,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/05,17234.98,1379.8,4393.47,1144.64,113.88,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/06,15575.92,1245.82,4136.33,1009.48,109.32,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/07,16569.27,1322.74,4259.21,920.4,112.23,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/08,16887.4,1329.54,4377.05,903.91,110.87,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/09,16449.84,1322.78,4426.12,948.17,113.4,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/10,17425.02,1393.02,4665.76,936.23,116.95,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/11,18308.48,1469.43,4842.05,922.48,119.87,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,19114.37,1518.61,5229.9,942.68,122.71,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/01,19041.34,1521.67,5428.37,993.84,127.72,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/02,19118.99,1535.32,5675.34,1059.31,132.48,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/03,18909.26,1512.6,5996.16,1070.89,133.41,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/04,19196.74,1531.8,5753.31,1030.46,131.63,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/05,19650.57,1568.37,5960.52,1104.81,140.42,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/06,20033.43,1611.9,6141.51,1181.74,145.12,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/07,19925.18,1618.61,6248.17,1154.52,149.8,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/08,19646.24,1617.41,6555.66,1100.8,154.41,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/09,20356.28,1674.75,6724.57,1093.1,160.45,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/10,22011.61,1765.96,6952.85,1134.03,164.75,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/11,22724.96,1792.08,6796.66,1167.2,172.23,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/12,22764.94,1817.56,7275.86,1231.99,175.21,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/01,23098.29,1836.71,7565.99,1313.38,187.8,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/02,22068.24,1768.24,7420.37,1239.13,182.26,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/03,21454.3,1716.3,7213.64,1206.24,176.94,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,22467.87,1777.23,7045.08,1142.07,173.75,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/05,22201.82,1747.45,7256.58,1135.26,175.98,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/06,22304.51,1730.89,7347.82,1090.3,171.1,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/07,22553.72,1753.29,7363.67,1039.29,167.47,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/08,22865.15,1735.35,7261.48,1049.13,167.74,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/09,24120.04,1817.25,7358.34,1077.55,167.13,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/10,21920.46,1646.12,7024.98,907.56,155.29,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/11,22351.06,1667.45,7105.24,1011.43,156.55,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/12,20014.77,1494.09,6233.61,812.32,136.69,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019/01,20773.49,1567.49,6676.45,897.9,145.09,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019/02,21385.16,1607.66,6831.86,918.18,151.98,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019/03,21205.81,1591.64,6776.21,955.84,153.05,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019/04,22258.73,1617.93,6911.33,944.63,153.84,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019/05,20601.19,1512.28,6554.72,904.19,145.16,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019/06,21275.92,1551.14,6585.4,894.45,147.6,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019/07,21521.53,1565.14,6724.34,904.92,151.44,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019/08,20704.37,1511.86,6353.48,841.19,146.13,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019/09,21755.84,1587.8,6445.89,876.0,153.82,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019/10,22927.04,1667.01,6847.88,873.98,159.67,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019/11,23293.91,1699.36,7229.1,915.14,167.74,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019/12,23656.62,1721.36,7265.29,897.47,174.09,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/01,23205.18,1684.44,7078.46,823.37,169.1,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/02,21142.96,1510.87,6053.61,700.63,144.95,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/03,18917.01,1403.04,5223.65,620.09,133.43,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/04,20193.69,1464.03,5674.98,791.44,145.36,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/05,21877.89,1563.67,6146.25,982.43,160.8,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,22288.14,1558.77,6590.39,1012.11,162.86,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/07,21710.0,1496.06,6226.32,958.23,159.03,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/08,23139.76,1618.18,6379.87,1121.64,166.6,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,23185.12,1625.49,6216.86,1226.58,172.09,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10,22977.13,1579.33,6090.14,1171.25,169.54,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/11,26433.62,1754.92,6502.23,1232.4,177.9,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/12,27444.17,1804.68,6570.91,1196.49,181.64,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/01,27663.39,1808.78,7016.99,1208.96,181.34,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/02,28966.01,1864.49,7324.54,1214.09,184.53,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/03,29178.8,1954.0,7496.37,1203.28,189.08,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04,28812.63,1898.24,7453.8,1201.77,185.37,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/05,28860.08,1922.98,7458.27,1150.06,182.74,4489,,ペイロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/06,28791.53,1943.57,7675.6,1207.46,187.63,4489,014,ペイロール,23564427600,3,17906100,,,,20210622,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2021/07,27283.59,1901.08,7678.15,1085.34,185.39,4489,014,ペイロール,18864705600,3,17915200,,,,20210622,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2016/01,17518.3,1432.07,4482.16,831.34,108.93,4493,,サイバーセキュリティクラウド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/02,16026.76,1297.85,4216.15,838.67,103.37,4493,,サイバーセキュリティクラウド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/03,16758.67,1347.2,4381.42,1020.8,110.02,4493,,サイバーセキュリティクラウド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/04,16666.05,1340.55,4292.72,1131.56,108.86,4493,,サイバーセキュリティクラウド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/05,17234.98,1379.8,4393.47,1144.64,113.88,4493,,サイバーセキュリティクラウド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/06,15575.92,1245.82,4136.33,1009.48,109.32,4493,,サイバーセキュリティクラウド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/07,16569.27,1322.74,4259.21,920.4,112.23,4493,,サイバーセキュリティクラウド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/08,16887.4,1329.54,4377.05,903.91,110.87,4493,,サイバーセキュリティクラウド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/09,16449.84,1322.78,4426.12,948.17,113.4,4493,,サイバーセキュリティクラウド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/10,17425.02,1393.02,4665.76,936.23,116.95,4493,,サイバーセキュリティクラウド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/11,18308.48,1469.43,4842.05,922.48,119.87,4493,,サイバーセキュリティクラウド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,19114.37,1518.61,5229.9,942.68,122.71,4493,,サイバーセキュリティクラウド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/01,19041.34,1521.67,5428.37,993.84,127.72,4493,,サイバーセキュリティクラウド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/02,19118.99,1535.32,5675.34,1059.31,132.48,4493,,サイバーセキュリティクラウド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/03,18909.26,1512.6,5996.16,1070.89,133.41,4493,,サイバーセキュリティクラウド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/04,19196.74,1531.8,5753.31,1030.46,131.63,4493,,サイバーセキュリティクラウド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/05,19650.57,1568.37,5960.52,1104.81,140.42,4493,,サイバーセキュリティクラウド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/06,20033.43,1611.9,6141.51,1181.74,145.12,4493,,サイバーセキュリティクラウド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/07,19925.18,1618.61,6248.17,1154.52,149.8,4493,,サイバーセキュリティクラウド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/08,19646.24,1617.41,6555.66,1100.8,154.41,4493,,サイバーセキュリティクラウド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/09,20356.28,1674.75,6724.57,1093.1,160.45,4493,,サイバーセキュリティクラウド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/10,22011.61,1765.96,6952.85,1134.03,164.75,4493,,サイバーセキュリティクラウド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/11,22724.96,1792.08,6796.66,1167.2,172.23,4493,,サイバーセキュリティクラウド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/12,22764.94,1817.56,7275.86,1231.99,175.21,4493,,サイバーセキュリティクラウド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/01,23098.29,1836.71,7565.99,1313.38,187.8,4493,,サイバーセキュリティクラウド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/02,22068.24,1768.24,7420.37,1239.13,182.26,4493,,サイバーセキュリティクラウド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/03,21454.3,1716.3,7213.64,1206.24,176.94,4493,,サイバーセキュリティクラウド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,22467.87,1777.23,7045.08,1142.07,173.75,4493,,サイバーセキュリティクラウド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/05,22201.82,1747.45,7256.58,1135.26,175.98,4493,,サイバーセキュリティクラウド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/06,22304.51,1730.89,7347.82,1090.3,171.1,4493,,サイバーセキュリティクラウド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/07,22553.72,1753.29,7363.67,1039.29,167.47,4493,,サイバーセキュリティクラウド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/08,22865.15,1735.35,7261.48,1049.13,167.74,4493,,サイバーセキュリティクラウド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/09,24120.04,1817.25,7358.34,1077.55,167.13,4493,,サイバーセキュリティクラウド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/10,21920.46,1646.12,7024.98,907.56,155.29,4493,,サイバーセキュリティクラウド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/11,22351.06,1667.45,7105.24,1011.43,156.55,4493,,サイバーセキュリティクラウド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/12,20014.77,1494.09,6233.61,812.32,136.69,4493,,サイバーセキュリティクラウド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019/01,20773.49,1567.49,6676.45,897.9,145.09,4493,,サイバーセキュリティクラウド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019/02,21385.16,1607.66,6831.86,918.18,151.98,4493,,サイバーセキュリティクラウド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019/03,21205.81,1591.64,6776.21,955.84,153.05,4493,,サイバーセキュリティクラウド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019/04,22258.73,1617.93,6911.33,944.63,153.84,4493,,サイバーセキュリティクラウド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019/05,20601.19,1512.28,6554.72,904.19,145.16,4493,,サイバーセキュリティクラウド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019/06,21275.92,1551.14,6585.4,894.45,147.6,4493,,サイバーセキュリティクラウド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019/07,21521.53,1565.14,6724.34,904.92,151.44,4493,,サイバーセキュリティクラウド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
