期間,日経平均,TOPIX,東証2部総合,東証マザーズ,JASDAQ,株式コード,上場コード,銘柄名称,時価総額（発行済み株式数ベース）,決算月,発行済み株式数（権利落ベース）,日経平均採用区分,日経３００採用区分,日経５００採用区分,東証：上場日,ジャスダック：上場日,株式分割：発生フラグ,株式分割：確定日,株式分割：比率,株式併合：発生フラグ,株式併合：割当率：親株比率,株式併合：割当率：子株比率,株式併合：確定日,有償増資：発生フラグ,有償増資：割当率：親株比率,有償増資：割当率：子株比率,有償増資：割当日,有償増資：払込期日,無償増資：発生フラグ,無償増資：割当率：親株比率,無償増資：割当率：子株比率,無償増資：割当日,無償増資：割当率,減資：発生フラグ,減資：割当率：親株比率,減資：割当率：子株比率,減資：確定日,減資：割当率,直近配当額
2016/01,17518.3,1432.07,4482.16,831.34,108.93,2170,011,リンクアンドモチベーション,13002820000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.1
2016/02,16026.76,1297.85,4216.15,838.67,103.37,2170,011,リンクアンドモチベーション,13455092000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.1
2016/03,16758.67,1347.2,4381.42,1020.8,110.02,2170,011,リンクアンドモチベーション,16055656000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.25
2016/04,16666.05,1340.55,4292.72,1131.56,108.86,2170,011,リンクアンドモチベーション,15942588000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.25
2016/05,17234.98,1379.8,4393.47,1144.64,113.88,2170,011,リンクアンドモチベーション,17864744000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.25
2016/06,15575.92,1245.82,4136.33,1009.48,109.32,2170,011,リンクアンドモチベーション,23970416000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.25
2016/07,16569.27,1322.74,4259.21,920.4,112.23,2170,011,リンクアンドモチベーション,26118708000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.25
2016/08,16887.4,1329.54,4377.05,903.91,110.87,2170,011,リンクアンドモチベーション,27588592000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.25
2016/09,16449.84,1322.78,4426.12,948.17,113.4,2170,011,リンクアンドモチベーション,28606204000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.4
2016/10,17425.02,1393.02,4665.76,936.23,116.95,2170,011,リンクアンドモチベーション,35842556000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.4
2016/11,18308.48,1469.43,4842.05,922.48,119.87,2170,011,リンクアンドモチベーション,44435724000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.4
2016/12,19114.37,1518.61,5229.9,942.68,122.71,2170,011,リンクアンドモチベーション,48506172000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.4
2017/01,19041.34,1521.67,5428.37,993.84,127.72,2170,011,リンクアンドモチベーション,50428328000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.4
2017/02,19118.99,1535.32,5675.34,1059.31,132.48,2170,011,リンクアンドモチベーション,58682292000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.4
2017/03,18909.26,1512.6,5996.16,1070.89,133.41,2170,011,リンクアンドモチベーション,78582260000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.5
2017/04,19196.74,1531.8,5753.31,1030.46,131.63,2170,011,リンクアンドモチベーション,75868628000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.5
2017/05,19650.57,1568.37,5960.52,1104.81,140.42,2170,011,リンクアンドモチベーション,88645312000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.5
2017/06,20033.43,1611.9,6141.51,1181.74,145.12,2170,011,リンクアンドモチベーション,91132808000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.5
2017/07,19925.18,1618.61,6248.17,1154.52,149.8,2170,011,リンクアンドモチベーション,83331116000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.5
2017/08,19646.24,1617.41,6555.66,1100.8,154.41,2170,011,リンクアンドモチベーション,87740768000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.5
2017/09,20356.28,1674.75,6724.57,1093.1,160.45,2170,011,リンクアンドモチベーション,76320900000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.6
2017/10,22011.61,1765.96,6952.85,1134.03,164.75,2170,011,リンクアンドモチベーション,87627700000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.6
2017/11,22724.96,1792.08,6796.66,1167.2,172.23,2170,011,リンクアンドモチベーション,100404384000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.6
2017/12,22764.94,1817.56,7275.86,1231.99,175.21,2170,011,リンクアンドモチベーション,104022560000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.6
2018/01,23098.29,1836.71,7565.99,1313.38,187.8,2170,011,リンクアンドモチベーション,106962328000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.6
2018/02,22068.24,1768.24,7420.37,1239.13,182.26,2170,011,リンクアンドモチベーション,124714004000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.6
2018/03,21454.3,1716.3,7213.64,1206.24,176.94,2170,011,リンクアンドモチベーション,146083856000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.7
2018/04,22467.87,1777.23,7045.08,1142.07,173.75,2170,011,リンクアンドモチベーション,125957752000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.7
2018/05,22201.82,1747.45,7256.58,1135.26,175.98,2170,011,リンクアンドモチベーション,162478716000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.7
2018/06,22304.51,1730.89,7347.82,1090.3,171.1,2170,011,リンクアンドモチベーション,150945780000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.7
2018/07,22553.72,1753.29,7363.67,1039.29,167.47,2170,011,リンクアンドモチベーション,143031020000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.7
2018/08,22865.15,1735.35,7261.48,1049.13,167.74,2170,011,リンクアンドモチベーション,144727040000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.7
2018/09,24120.04,1817.25,7358.34,1077.55,167.13,2170,011,リンクアンドモチベーション,159991220000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.7
2018/10,21920.46,1646.12,7024.98,907.56,155.29,2170,011,リンクアンドモチベーション,125279344000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.7
2018/11,22351.06,1667.45,7105.24,1011.43,156.55,2170,011,リンクアンドモチベーション,117703788000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.7
2018/12,20014.77,1494.09,6233.61,812.32,136.69,2170,011,リンクアンドモチベーション,95429392000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.7
2019/01,20773.49,1567.49,6676.45,897.9,145.09,2170,011,リンクアンドモチベーション,102665744000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.7
2019/02,21385.16,1607.66,6831.86,918.18,151.98,2170,011,リンクアンドモチベーション,94524848000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.7
2019/03,21205.81,1591.64,6776.21,955.84,153.05,2170,011,リンクアンドモチベーション,90567468000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.8
2019/04,22258.73,1617.93,6911.33,944.63,153.84,2170,011,リンクアンドモチベーション,95429392000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.8
2019/05,20601.19,1512.28,6554.72,904.19,145.16,2170,011,リンクアンドモチベーション,68180004000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.8
2019/06,21275.92,1551.14,6585.4,894.45,147.6,2170,011,リンクアンドモチベーション,68406140000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.8
2019/07,21521.53,1565.14,6724.34,904.92,151.44,2170,011,リンクアンドモチベーション,63883420000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.8
2019/08,20704.37,1511.86,6353.48,841.19,146.13,2170,011,リンクアンドモチベーション,60378312000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.8
2019/09,21755.84,1587.8,6445.89,876.0,153.82,2170,011,リンクアンドモチベーション,62413536000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.8
2019/10,22927.04,1667.01,6847.88,873.98,159.67,2170,011,リンクアンドモチベーション,65918644000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.8
2019/11,23293.91,1699.36,7229.1,915.14,167.74,2170,011,リンクアンドモチベーション,79260668000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.8
2019/12,23656.62,1721.36,7265.29,897.47,174.09,2170,011,リンクアンドモチベーション,71911248000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.8
2020/01,23205.18,1684.44,7078.46,823.37,169.1,2170,011,リンクアンドモチベーション,59926040000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.8
2020/02,21142.96,1510.87,6053.61,700.63,144.95,2170,011,リンクアンドモチベーション,50428328000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.8
2020/03,18917.01,1403.04,5223.65,620.09,133.43,2170,011,リンクアンドモチベーション,34598808000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.8
2020/04,20193.69,1464.03,5674.98,791.44,145.36,2170,011,リンクアンドモチベーション,40930616000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.8
2020/05,21877.89,1563.67,6146.25,982.43,160.8,2170,011,リンクアンドモチベーション,51332872000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.8
2020/06,22288.14,1558.77,6590.39,1012.11,162.86,2170,011,リンクアンドモチベーション,43757316000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.8
2020/07,21710.0,1496.06,6226.32,958.23,159.03,2170,011,リンクアンドモチベーション,34711876000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.8
2020/08,23139.76,1618.18,6379.87,1121.64,166.6,2170,011,リンクアンドモチベーション,40139140000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.8
2020/09,23185.12,1625.49,6216.86,1226.58,172.09,2170,011,リンクアンドモチベーション,44548792000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.8
2020/10,22977.13,1579.33,6090.14,1171.25,169.54,2170,011,リンクアンドモチベーション,44548792000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.8
2020/11,26433.62,1754.92,6502.23,1232.4,177.9,2170,011,リンクアンドモチベーション,63091944000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.8
2020/12,27444.17,1804.68,6570.91,1196.49,181.64,2170,011,リンクアンドモチベーション,66144780000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.8
2021/01,27663.39,1808.78,7016.99,1208.96,181.34,2170,011,リンクアンドモチベーション,64674896000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.8
2021/02,28966.01,1864.49,7324.54,1214.09,184.53,2170,011,リンクアンドモチベーション,58456156000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.8
2021/03,29178.8,1954.0,7496.37,1203.28,189.08,2170,011,リンクアンドモチベーション,67953868000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.8
2021/04,28812.63,1898.24,7453.8,1201.77,185.37,2170,011,リンクアンドモチベーション,70441364000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.8
2021/05,28860.08,1922.98,7458.27,1150.06,182.74,2170,011,リンクアンドモチベーション,62300468000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.8
2021/06,28791.53,1943.57,7675.6,1207.46,187.63,2170,011,リンクアンドモチベーション,88419176000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.8
2021/07,27283.59,1901.08,7678.15,1085.34,185.39,2170,011,リンクアンドモチベーション,99273704000,12,113068000,,,,20071217,,,20140331,100,,0,0,,,0,0,,,,0,0,,,,0,0,,,1.8
2016/01,17518.3,1432.07,4482.16,831.34,108.93,2191,091,テラ,9740628576,12,13995156,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2016/02,16026.76,1297.85,4216.15,838.67,103.37,2191,091,テラ,8061209856,12,13995156,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2016/03,16758.67,1347.2,4381.42,1020.8,110.02,2191,091,テラ,11727940728,12,13995156,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2016/04,16666.05,1340.55,4292.72,1131.56,108.86,2191,091,テラ,12441693684,12,13995156,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2016/05,17234.98,1379.8,4393.47,1144.64,113.88,2191,091,テラ,12567650088,12,13995156,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2016/06,15575.92,1245.82,4136.33,1009.48,109.32,2191,091,テラ,9922565604,12,13995156,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2016/07,16569.27,1322.74,4259.21,920.4,112.23,2191,091,テラ,9768618888,12,13995156,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2016/08,16887.4,1329.54,4377.05,903.91,110.87,2191,091,テラ,9264793272,12,13995156,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2016/09,16449.84,1322.78,4426.12,948.17,113.4,2191,091,テラ,10300434816,12,13995156,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2016/10,17425.02,1393.02,4665.76,936.23,116.95,2191,091,テラ,9530701236,12,13995156,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2016/11,18308.48,1469.43,4842.05,922.48,119.87,2191,091,テラ,8453074224,12,13995156,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2016/12,19114.37,1518.61,5229.9,942.68,122.71,2191,091,テラ,7921258296,12,13995156,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2017/01,19041.34,1521.67,5428.37,993.84,127.72,2191,091,テラ,7375447212,12,13995156,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2017/02,19118.99,1535.32,5675.34,1059.31,132.48,2191,091,テラ,8282245636,12,14255156,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2017/03,18909.26,1512.6,5996.16,1070.89,133.41,2191,091,テラ,7557705340,12,14675156,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2017/04,19196.74,1531.8,5753.31,1030.46,131.63,2191,091,テラ,6875622228,12,14850156,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2017/05,19650.57,1568.37,5960.52,1104.81,140.42,2191,091,テラ,7062718476,12,14995156,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2017/06,20033.43,1611.9,6141.51,1181.74,145.12,2191,091,テラ,7632534404,12,14995156,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2017/07,19925.18,1618.61,6248.17,1154.52,149.8,2191,091,テラ,10231083912,12,16995156,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2017/08,19646.24,1617.41,6555.66,1100.8,154.41,2191,091,テラ,9755219544,12,16995156,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2017/09,20356.28,1674.75,6724.57,1093.1,160.45,2191,091,テラ,8499578000,12,16999156,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2017/10,22011.61,1765.96,6952.85,1134.03,164.75,2191,091,テラ,9315537488,12,16999156,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2017/11,22724.96,1792.08,6796.66,1167.2,172.23,2191,091,テラ,8975554368,12,16999156,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2017/12,22764.94,1817.56,7275.86,1231.99,175.21,2191,091,テラ,8499578000,12,16999156,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2018/01,23098.29,1836.71,7565.99,1313.38,187.8,2191,091,テラ,8890558588,12,16999156,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2018/02,22068.24,1768.24,7420.37,1239.13,182.26,2191,091,テラ,10369485160,12,16999156,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2018/03,21454.3,1716.3,7213.64,1206.24,176.94,2191,091,テラ,14007304544,12,16999156,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2018/04,22467.87,1777.23,7045.08,1142.07,173.75,2191,091,テラ,9774514700,12,16999156,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2018/05,22201.82,1747.45,7256.58,1135.26,175.98,2191,091,テラ,8482578844,12,16999156,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2018/06,22304.51,1730.89,7347.82,1090.3,171.1,2191,091,テラ,8193593192,12,16999156,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2018/07,22553.72,1753.29,7363.67,1039.29,167.47,2191,091,テラ,7172531072,12,17409056,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2018/08,22865.15,1735.35,7261.48,1049.13,167.74,2191,091,テラ,4700445120,12,17409056,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2018/09,24120.04,1817.25,7358.34,1077.55,167.13,2191,091,テラ,4822308512,12,17409056,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2018/10,21920.46,1646.12,7024.98,907.56,155.29,2191,091,テラ,4717854176,12,17409056,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2018/11,22351.06,1667.45,7105.24,1011.43,156.55,2191,091,テラ,4752672288,12,17409056,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2018/12,20014.77,1494.09,6233.61,812.32,136.69,2191,091,テラ,4526354560,12,17409056,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2019/01,20773.49,1567.49,6676.45,897.9,145.09,2191,091,テラ,4282627776,12,17409056,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2019/02,21385.16,1607.66,6831.86,918.18,151.98,2191,091,テラ,5518670752,12,17409056,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2019/03,21205.81,1591.64,6776.21,955.84,153.05,2191,091,テラ,4770081344,12,17409056,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2019/04,22258.73,1617.93,6911.33,944.63,153.84,2191,091,テラ,4648217952,12,17409056,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2019/05,20601.19,1512.28,6554.72,904.19,145.16,2191,091,テラ,4073719104,12,17409056,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2019/06,21275.92,1551.14,6585.4,894.45,147.6,2191,091,テラ,4352264000,12,17409056,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2019/07,21521.53,1565.14,6724.34,904.92,151.44,2191,091,テラ,3864810432,12,17409056,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2019/08,20704.37,1511.86,6353.48,841.19,146.13,2191,091,テラ,3621061584,12,19159056,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2019/09,21755.84,1587.8,6445.89,876.0,153.82,2191,091,テラ,3609175360,12,19509056,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2019/10,22927.04,1667.01,6847.88,873.98,159.67,2191,091,テラ,3458757632,12,20109056,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2019/11,23293.91,1699.36,7229.1,915.14,167.74,2191,091,テラ,3785593856,12,21509056,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2019/12,23656.62,1721.36,7265.29,897.47,174.09,2191,091,テラ,4043595744,12,23239056,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2020/01,23205.18,1684.44,7078.46,823.37,169.1,2191,091,テラ,4096584800,12,23409056,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2020/02,21142.96,1510.87,6053.61,700.63,144.95,2191,091,テラ,2855904832,12,23409056,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2020/03,18917.01,1403.04,5223.65,620.09,133.43,2191,091,テラ,2574996160,12,23409056,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2020/04,20193.69,1464.03,5674.98,791.44,145.36,2191,091,テラ,6952489632,12,23409056,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2020/05,21877.89,1563.67,6146.25,982.43,160.8,2191,091,テラ,26171324608,12,23409056,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2020/06,22288.14,1558.77,6590.39,1012.11,162.86,2191,091,テラ,32491769728,12,23409056,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2020/07,21710.0,1496.06,6226.32,958.23,159.03,2191,091,テラ,29100278496,12,23449056,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2020/08,23139.76,1618.18,6379.87,1121.64,166.6,2191,091,テラ,28443704928,12,23449056,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2020/09,23185.12,1625.49,6216.86,1226.58,172.09,2191,091,テラ,22417297536,12,23449056,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2020/10,22977.13,1579.33,6090.14,1171.25,169.54,2191,091,テラ,17056120320,12,23689056,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2020/11,26433.62,1754.92,6502.23,1232.4,177.9,2191,091,テラ,14687214720,12,23689056,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2020/12,27444.17,1804.68,6570.91,1196.49,181.64,2191,091,テラ,5648000388,12,25327356,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2021/01,27663.39,1808.78,7016.99,1208.96,181.34,2191,091,テラ,7420915308,12,25327356,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2021/02,28966.01,1864.49,7324.54,1214.09,184.53,2191,091,テラ,6965022900,12,25327356,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2021/03,29178.8,1954.0,7496.37,1203.28,189.08,2191,091,テラ,5850619236,12,25327356,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2021/04,28812.63,1898.24,7453.8,1201.77,185.37,2191,091,テラ,6103892796,12,25327356,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2021/05,28860.08,1922.98,7458.27,1150.06,182.74,2191,091,テラ,5698655100,12,25327356,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2021/06,28791.53,1943.57,7675.6,1207.46,187.63,2191,091,テラ,5597345676,12,25327356,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2021/07,27283.59,1901.08,7678.15,1085.34,185.39,2191,091,テラ,5344072116,12,25327356,,,,20130716,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2016/01,17518.3,1432.07,4482.16,831.34,108.93,2307,091,クロスキャット,4292307360,3,9210960,,,,20130716,,,20050331,2,,0,0,,,0,0,,,,0,0,,,,0,0,,,10
2016/02,16026.76,1297.85,4216.15,838.67,103.37,2307,091,クロスキャット,4071244320,3,9210960,,,,20130716,,,20050331,2,,0,0,,,0,0,,,,0,0,,,,0,0,,,10
2016/03,16758.67,1347.2,4381.42,1020.8,110.02,2307,091,クロスキャット,4513370400,3,9210960,,,,20130716,,,20050331,2,,0,0,,,0,0,,,,0,0,,,,0,0,,,12
2016/04,16666.05,1340.55,4292.72,1131.56,108.86,2307,091,クロスキャット,4319940240,3,9210960,,,,20130716,,,20050331,2,,0,0,,,0,0,,,,0,0,,,,0,0,,,12
2016/05,17234.98,1379.8,4393.47,1144.64,113.88,2307,091,クロスキャット,4356784080,3,9210960,,,,20130716,,,20050331,2,,0,0,,,0,0,,,,0,0,,,,0,0,,,12
2016/06,15575.92,1245.82,4136.33,1009.48,109.32,2307,091,クロスキャット,4780488240,3,9210960,,,,20130716,,,20050331,2,,0,0,,,0,0,,,,0,0,,,,0,0,,,12
2016/07,16569.27,1322.74,4259.21,920.4,112.23,2307,091,クロスキャット,4706800560,3,9210960,,,,20130716,,,20050331,2,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
2016/08,16887.4,1329.54,4377.05,903.91,110.87,2307,091,クロスキャット,4541003280,3,9210960,,,,20130716,,,20050331,2,,0,0,,,0,0,,,,0,0,,,,0,0,,,0
